Name	Set	ImageFile	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
March of Saints	5	E-TAT-011	Spell	Chant	[w][1]	2			Light	C	Light resonators you control gain [+300/+0] and [First Strike] until end of turn. If you control a saint, they cannot be blocked until end of turn
Pure Spirit of Fantasy	5	E-TAT-012	Resonator	Fantasy	[w][1]	2	500	500	Light	C	
Realm of Pure Spirits	5	E-TAT-013	Addition: Field		[w][1]	2			Light	U	[Continuous] Recovered resonators you control cannot be targeted by spells or abilities your opponent controls
Sacred Princess of Guidance	5	E-TAT-014-r,E-TAT-014-j	Ruler				0//1000	0//1000	Light	R	[J-Activate] Pay {W} play this ability only if you control « Almerius, the Leviating Stone » <br/> [J-Activate] Pay {W}{W}{1} <br/> [Activate] Rest this card : you gain 300 life // [Continuous] Once per turn, you may play a card from your removed from the game zone as thought it were in your hand <br/> [Activate] Pay {0}:If there are no card in your removed from this game, remove top three cards of your main deck from the game face down. You may look them at any time
Sacred Scepter of Exorcism	5	E-TAT-015	Addition: Resonator	Weapon	[w]	1			Light	U	[Continuous] Resonator with this gains « [Activate] Rest this card : Rest target resonator. If it's Demon, it cannot be recovered as long as this card is in a field »
Seeking Sky Soldier	5	E-TAT-016	Resonator	Soldier/Human	[w][1]	2	400	400	Light	C	[Flying] <br/> [Enter] You may look the top card of your opponent's main deck
Sleeping Beauty	5	E-TAT-017	Resonator	Fairy Tale/Human	[w][w]	2	0	700	Light	R	[Continuous] You may not recover this card if you want at your recover phase <br/> [Activate] Pay {1} and rest this card : all resoantors that you control gain [+200/+200] while this card is rested
The Queen's Butler	5	E-TAT-018	Resonator	Butler/Human	[w]	1	200	400	Light	C	[Continuous] You J/ruler cannot be targeted by your opponent's spells or abilities
Beowulf, the Blazing Wolf	5	E-TAT-019	Resonator	Nightmare/WereWolf	[r][r]	2	300	500	Fire	C	[Continuous] If this card would deal damage to you opponent or to a resonator, it deals double tha much instead
Big-Bang Revolution	5	E-TAT-020	Spell	Chant - Standby	[r][1]	2			Fire	C	[Trigger] When a resonator you control is destroyed : Two target resonators gain [+X/+Y], where X is the destroyed resonator's ATK and Y is the destroyed resonator's DEF
"Card Soldier ""Diamond"""	5	E-TAT-021	Resonator	Card Soldier	[r][1]	2	400	400	Fire	C	[Continuous] When this card is put into a graveyard from your field, it deals 200 damage to target resonator
"Card Soldier ""Heart"""	5	E-TAT-022	Resonator	Card Soldier	[r][1]	2	0	700	Fire	C	[Continuous] If damage would be dealt to a « Queen of Hearts » you control, it's dealt to this card instead
Dragon King's Flame	5	E-TAT-023	Spell	Chant - Instant	[r][2]	3			Fire	R	This card deals 600 damage to target player or resonator. If your J/ruler is « Falltgold, the dragoon » or « Bahamut, the Dragon king », it deals 800 damage instead
Duel of Truth	5	E-TAT-024	Spell	Chant - Instant	[r]	1			Fire	C	Target J/resonator you control and target J/resonator your opponent controls deal damage equal to their ATK to each other
Endless War	5	E-TAT-025	Addition: Field		[r][r]	2			Fire	U	[Continuous] Resonators must attack if able
Falltgold, the Dragoon	5	E-TAT-026-r,E-TAT-026-j	Ruler				0//1000	0//1000	Fire	R	[J-Activate] Banish a fire resonator <br/> [Activate] Rest this card : Search your main deck a Dragon resonator, reveal it and put it into your hand. Then shuffle your main deck // [Flying] <br/>[Enter] This card deals damage to target resonator equal to the ATK of resonator banished for its judgement cost. <br/>[Activate] Banish a fire resonator:This card gains [Imperishable] until end of turn
Forced Growth	5	E-TAT-027	Addition: Resonator		[r]	1			Fire	C	[Continuous] Resonator with this gains [+400/-400]
Fthaggua, the Flame Spirit	5	E-TAT-028	Resonator	Flame Spirit/Cthulhu	[r][2]	3	0	200	Fire	R	[First Strike] <br/> [Continuous] this card gains [+200/+200] for each spell card in your graveyard
Gliding Dragon Knight	5	E-TAT-029	Resonator	Knight	[r][r][1]	3	400	800	Fire	C	[Flying] <br/> [Activate] Pay {R} : This card gains [+100/+0] until end of turn
Kusanagi Sword	5	E-TAT-030	Addition: Resonator		[r][r]	2			Fire	C	[Enter] This card deals 600 damage to target resonator <br/> [Continuous] if resonator with this would deal damage, it deals that much +200 instead
Little Dread, the Fake Red Moon	5	E-TAT-031	Resonator	Nightmare	[r][r][1]	3	800	800	Fire	SR	[Target Attack <br/> [Awakening] {r} : [Enter] Target resonator gains [+600/-600] until end of turn <br/> [Awakening] {R}{1] : [Enter] Recover target resonator. You gain control of it until end of turn. It gains [Swiftness] until end of turn
Rapid Decay	5	E-TAT-032	Spell	Chant	[r]	1			Fire	U	Destroy target resonator with total cost 2 or less
Realm of the Dragon King	5	E-TAT-033	Addition: Field		[r][r][1]	3			Fire	R	[Continuous] Whenever a non-Dragon resonator comes into a field, this card deals 500 damage to it. If you control « Bahamut, the dragon king », this card deals 800 damage instead
Redbird of Omen	5	E-TAT-034	Resonator	Bird	[r][r][1]	3	0	700	Fire	U	[Flying] <br/> [Continuous] At the beginning of your main phase, destroy all resonators with total cost equal to the number of omen counters on this card
Wicked Witch of the West	5	E-TAT-035	Resonator	Nightmare/Witch	[r][1]	2	100	200	Fire	U	[Activate] Rest this card : This card deals 200 damage to target resonator <br/> [Continuous] When this card becomes targeted by water spells or water card's abilities, destroy it
Yamata-no-Orochi, the Eight Disasters	5	E-TAT-036	Resonator	Nightmare/Dragon	[r][r][r][r][r][5]	10	200	2000	Fire	SR	[Swiftness] [Target attack] <br/> [Continuous] Attacking doesn't cause this card to rest <br/> [Continuous] Each of your turns, this card can attack up to eight times <br/> [Continuous] When this card is put into a graveyard from your field, you may search your main deck for a card named « Kusabagi sword » and  add it to a resonator. Then shuffle your main deck.
Alice in Wonderland	5	E-TAT-037-r,E-TAT-037-j	Ruler				0//700	0//700	Water	R	[J-Activate] Pay any number of will. You cannot choose to pay {0} //[Enter] If you paid {W} for doing judgement, you gain 1000life. If you paid {U}, draw a card. If you paid {B}, target opponent discard a card. If you paid {R}, this card deals 1000 damage to up one target resonator. If you paid {G}, destroy up to one target aaddition. If you paid will of each attribute and will produced from « Moojdart, the fantasy Stone », this card gains {Flying} and {Swiftness} until end of turn
Alice's World	5	E-TAT-038	Addition: Field		[u][u][6]	8			Water	R	For each resonator you control that doesn't share any race with other resonators you control, you may pay {1} less to play this card (For example, if you control a Nightmare resonator and a Fairy Tale resonator, you may pay {2} less). <br/> [Enter] Take an extra turn after this one
Cheshire Cat, the Grinning Remnant	5	E-TAT-039	Resonator	Fairy Tale	[u]	1	0	200	Water	SR	[Enter] Draw two cards, then put a card from your hand on top of your main deck. <br/> [Continuous] This card cannotbe targeted by spells or abilities. <br/> [Continuous] When this card is put into a graveyard from a field, shuffle it into its owner's main deck.
Crossroad of Worlds	5	E-TAT-040	Spell	Chant - Instant	[u][u][1]	3			Water	U	Target resonator lose all abilities and gains all abilities of another target resonator until end of turn. First resonator's ATK and DEF become the same of second resonator
Destructive Flow	5	E-TAT-041	Spell	Chant - Standby	[u][u]	2			Water	C	[Trigger] At the end of a turn you're dealt damage : return all rested resonators your opponent controls to their owner's hand
Dreams of Wonderland	5	E-TAT-042	Spell	Chant - Instant	[u]	1			Water	R	Reveal the top of your main deck. If it's total cost is odd return target resonator to its owner's hand. Otherwise, draw a card.
Humpty Dumpty	5	E-TAT-043	Resonator	Fairy Tale	[u][u][1]	3	800	800	Water	SR	[Activate] Pay {U} and banish this card : Reveal the top card of your main deck. If it's a resonator, put it into your field. Otherwise, put it into your graveyard
Little Mermaid of Tragic Love	5	E-TAT-044	Resonator	Mermaid	[u][1]	2	500	300	Water	U	[Continuous] When this card is put into a graveyard from your field, draw a card <br/> [Continuous] Your opponent must block this card if able
Mad Hatter	5	E-TAT-045	Resonator	Fairy Tale	[u]	1	300	300	Water	U	[Awakening] {U}:[Enter] Draw a card.
Mad Tea-Party	5	E-TAT-046	Addition: Field		[u][u][3]	5			Water	U	[Continuous] Whenever a resonator you control becomes targetd by spells or other abilities, choose the new target at random. (Choose at random among all the legal targets including the original one.)
March Hare	5	E-TAT-047	Resonator	Fairy Tale	[u]	1	500	300	Water	R	[Continuous] Whenever this card attacks, reveal the top card of your main deck. If its total cost is even, the next damage this card would deal this turn is dealt to you instead
Riina, the Girl with Nothing	5	E-TAT-048	Resonator	Human	[u][1]	2	400	400	Water	C	[Activate] Pay {0} : Target resonator you control loses all abilities until  end of turn
Seashore Fisherman	5	E-TAT-049	Resonator	Human/Fisherman	[u][2]	3	500	600	Water	C	[Activate] erst this card : Reveal the top card of your main deck. If it's a resonator, put it back, look the top four cards of your main deck and put them in any order. If it's an addition, put it into your hand. If it's a spell card, rest target resonator
Shallows Giant Dolphin	5	E-TAT-050	Resonator	Dolphin	[u][u][1]	3	300	1000	Water	C	[Continuous] Whenever this card blocks, rest target resonator.
Sleeping Rat	5	E-TAT-051	Resonator	Fairy Tale/Rat	[u][1]	2	500	500	Water	C	
Star Money	5	E-TAT-052	Addition: Resonator		[u]	1			Water	C	[Continuous] Resonator with this gains [+700/+700] if it has no printed abilities
Whirlpool of Knowledge	5	E-TAT-053	Spell	Chant	[u][2]	3			Water	C	Draw cards equal to the number of different attibutes among resonators you control
Witch's Dagger	5	E-TAT-054	Addition: Resonator		[u]	1			Water	C	[Continuous] Resonator with this gains « [Activate] Pay {U}{U}{2} Rest his resonator:Destroy target restede resonator. » and « [Activate] Rest and banish this resonator : Draw three cards »
Brainless Scarecrow	5	E-TAT-055	Resonator	Fairy Tale	[g]	1	200	200	Wind	C	[Enter] If you control « Heartless Tin Man » or « Cowardly Lion », put an achievement counter on this card. <br/> [Continuous] This card gains [+300/+300] for each achievment counter on it.
Cowardly Lion	5	E-TAT-056	Resonator	Fairy Tale	[g]	1	200	200	Wind	C	[Continuous] Whenever this card deals damage to your opponent, put an achievement counter on this card. <br/> [Continuous] This card gains [+300/+300] for each achievement counter on it.
Crimson girl in the Sky	5	E-TAT-057-r,E-TAT-057-j	Ruler				0//800	0//1000	Wind	R	[J-Activate] Pay {0}. Play this ability only if you put « Refarth, the castle in Heaven » into a field this turn <br/> [J-Activate] Pay {G}{G}{1} // [Continuous] This card cannot be targeted by darkness or fire spells or darkness or fire card's abilies. <br/> [Continuous] If a spell or ability would increase ATK or DEF of resonators you control, it increases double taht much instead. <br/> [Continuous] If a spell or ability would decrease ATK or DEF of resonators you control, it decreases none instead.
Dorothy, the Lost Girl	5	E-TAT-058	Resonator	Fairy Tale	[g][1]	2	400	400	Wind	R	[Continuous] Whenever this card deals damage to your opponent, put the top card of your magic stone deck into your magic stone area <br/> [Awakening] {G} : [Enter] Reveal top five cards of your main deck. Put any number of cards named « Heartless Tin Man », »Brainless Scarecrow », »Cowardly Lion » and/or « Silver Shoes » among them into your hand. Put the rest on the bottom of your main deck in any order.
Dragonslayer	5	E-TAT-059	Addition: Resonator		[g][1]	2			Wind	C	[Enter] Destroy target Dragon <br/> [Continuous] If damage would  be dealt to the resonator with this, prevent 500 of it
Evolution of Limits	5	E-TAT-060	Spell	Chant - Instant	[g]	1			Wind	C	Target resonator gains [+600/+600] until end of turn
Gardea, the Guardian Dragon of Heaven	5	E-TAT-061	Resonator	Ancient/Dragon	[g][g][1]	3	800	800	Wind	SR	[Enter] Search your magic stone deck for a card. Then, shuffle the rest of your magic stone deck and put that card on top of it <br/> [Activate] Rest this card : Target resonator you control gains [+400/+0] until end of turn
Glinda, the Fairy	5	E-TAT-062	Resonator	Fairy Tale	[g][g]	2	500	500	Wind	SR	[Enter] Target resonator cannot be blocked until end of turn <br/> [Activate] Banish this card : Cancel target normal spell unless its controller pays {2}
Guide of Heaven	5	E-TAT-063	Resonator	Ancient/Elf	[g][1]	2	200	200	Wind	U	[Activate] Rest this card : Reveal the top card of your main deck. If it's an Elf resonator, put it into your hand. <br/> [Awakening] {G}:[Enter] Search your main deck for an Elf resonator, reveal it and put it into your hand. Then shuffle your main deck.
Heartless Tin Man	5	E-TAT-064	Resonator	Fairy Tale	[g]	1	200	200	Wind	C	[Continuous] When an addition is added to a resonator you control or an [Addition:Field] is put into your field, put an achievement counter on this card <br/> [Continuous] This card gains [+300/+300] for each achievement counter on it
Oz, the Great Wizard	5	E-TAT-065	Resonator	Fairy Tale	[g][2]	3	600	600	Wind	U	[Enter] Search your main deck for a spell card with total cost 1, reveal it and put it into your hand, if its name is  « Oz's Magic », you may play it without paying its cost instead putting its into your hand. Then shuffle your main deck.
Oz's Magic	5	E-TAT-066	Spell	Chant - Instant	[g]	1			Wind	U	Put an achievement counter on each of up to target resonators. If you control « Oz, the Great Wizard », draw a card.
Portal of Truth	5	E-TAT-067	Spell	Chant - Standby	[g][1]	2			Wind	C	[Trigger] Anytime : Destroy target resonator if its ATK is different from its printed ATK or its DEF is different from its printed DEF.
Realm of Evolution	5	E-TAT-068	Addition: Field		[g][1]	2			Wind	U	[Continuous] Fairy Tales you control gain [+200/+200] <br/> [Activate] Pay {G} and banish this card : Search your main deck for a Fairy Tale resonator, reveal it and put it into your hand. Then shuffle your main deck.
Refarth, the Castle in Heaven	5	E-TAT-069	Addition: Field		[g][1]	2			Wind	R	[Continuous] Resonators you control gain [+100/+100] <br/> [Activate] Banish this card : Target resonator gains [+400/+400] until end of turn
Silver Shoes	5	E-TAT-070	Addition: Resonator		[g]	1			Wind	C	[Continuous] Resonator with this gains [+300/+300]
Wolf in the Sky	5	E-TAT-071	Resonator	Ancient/Wolf	[g]	1	100	400	Wind	C	[Continuous] Whenever this card attacks, it gains [+400/+0] until end of turn
